,10K,10Q,8K,cik,exchanges,firm_name,fiscal_end,sic_code,sic_description,tickers
2673,1.0,1.0,1.0,0001517302,['NYSE'],Artisan Partners Asset Management Inc.,1231,6282,Investment Advice,['APAM']
2674,0.0,0.0,0.0,0001476573,['OTC'],Aurion Resources Ltd.,1231,,,['AIRRF']
2675,1.0,1.0,1.0,0001813658,"['Nasdaq', 'Nasdaq']",ACE Convergence Acquisition Corp.,1231,3674,Semiconductors & Related Devices,"['ACEV', 'ACEVW']"
2676,0.0,0.0,0.0,0000916793,['Nasdaq'],SILICOM LTD.,1231,3576,Computer Communications Equipment,['SILC']
2677,0.0,0.0,0.0,0001304077,['OTC'],"Franklin Mining, Inc.",1231,1040,Gold and Silver Ores,['FMNJ']
2678,1.0,1.0,1.0,0001524931,['Nasdaq'],"CHUY'S HOLDINGS, INC.",1225,5812,Retail-Eating  Places,['CHUY']
2679,0.0,0.0,1.0,0000847411,['NYSE'],MFS INVESTMENT GRADE MUNICIPAL TRUST,1130,,,['CXH']
2680,0.0,0.0,1.0,0001287480,['NYSE'],BLACKROCK FLOATING RATE INCOME TRUST,,,,['BGT']
2681,0.0,0.0,0.0,0001908233,[''],"MN8 Energy, Inc.",1231,4931,Electric & Other Services Combined,['MNX']
2682,1.0,1.0,1.0,0001727196,['Nasdaq'],Scholar Rock Holding Corp,1231,2836,"Biological Products, (No Diagnostic Substances)",['SRRK']
2683,0.0,0.0,0.0,0001274152,"['OTC', 'OTC']",CSL LTD,,,,"['CSLLY', 'CMXHF']"
2684,0.0,0.0,0.0,0001554625,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']","Priority Income Fund, Inc.",0630,,,"['PRIF-PK', 'PRIF-PI', 'PRIF-PJ', 'PRIF-PD', 'PRIF-PG', 'PRIF-PL', 'PRIF-PH']"
2685,1.0,1.0,1.0,0001547459,['NYSE'],"Natural Grocers by Vitamin Cottage, Inc.",0930,5411,Retail-Grocery Stores,['NGVC']
2686,1.0,1.0,1.0,0000847942,[''],STRATEGIC ACQUISITIONS INC /NV/,1231,6770,Blank Checks,['STQN']
2687,1.0,1.0,1.0,0001789192,['Nasdaq'],Save Foods Inc.,1231,2870,Agricultural Chemicals,['SVFD']
2688,1.0,1.0,1.0,0000887359,['Nasdaq'],Vericel Corp,1231,2836,"Biological Products, (No Diagnostic Substances)",['VCEL']
2689,1.0,1.0,1.0,0001860663,"['Nasdaq', 'Nasdaq']",Monterey Bio Acquisition Corp,1231,6770,Blank Checks,"['MTRY', 'MTRYW']"
2690,1.0,1.0,1.0,0001784535,['Nasdaq'],"Porch Group, Inc.",1231,7372,Services-Prepackaged Software,['PRCH']
2691,0.0,0.0,0.0,0000906013,['NYSE'],ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC,0331,,,['AWF']
2692,1.0,1.0,1.0,0000714562,['Nasdaq'],FIRST FINANCIAL CORP /IN/,1231,6022,State Commercial Banks,['THFF']
2693,1.0,1.0,1.0,0000850141,['NYSE'],HORACE MANN EDUCATORS CORP /DE/,1231,6331,"Fire, Marine & Casualty Insurance",['HMN']
2694,1.0,1.0,1.0,0001818794,['Nasdaq'],"Dyne Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['DYN']
2695,1.0,1.0,1.0,0001592386,['Nasdaq'],"Virtu Financial, Inc.",1231,6211,"Security Brokers, Dealers & Flotation Companies",['VIRT']
2696,0.0,0.0,0.0,0001855612,"['Nasdaq', 'Nasdaq']",Grab Holdings Ltd,1231,7389,"Services-Business Services, NEC","['GRAB', 'GRABW']"
2697,1.0,1.0,1.0,0001691906,[''],"ANTILIA GROUP, CORP.",0131,5500,Retail-Auto Dealers & Gasoline Stations,['AGGG']
2698,0.0,0.0,0.0,0001893124,['OTC'],"ZA Group, Inc.",1231,0100,Agricultural Production-Crops,['ZAAG']
2699,1.0,1.0,1.0,0001506293,['NYSE'],"PINTEREST, INC.",1231,7370,"Services-Computer Programming, Data Processing, Etc.",['PINS']
2700,0.0,0.0,0.0,0001877333,"['Nasdaq', 'Nasdaq']",TH International Ltd,1231,5812,Retail-Eating  Places,"['THCH', 'THCHW']"
2701,1.0,1.0,1.0,0000357294,"['NYSE', 'Nasdaq', 'OTC']",HOVNANIAN ENTERPRISES INC,1031,1531,Operative Builders,"['HOV', 'HOVNP', 'HOVVB']"
2702,0.0,0.0,0.0,0001851651,[''],Beroni Group Ltd,1231,2834,Pharmaceutical Preparations,['BRNI']
2703,1.0,1.0,1.0,0001533427,[''],"Pazoo, Inc.",1231,7389,"Services-Business Services, NEC",['PZOO']
2704,1.0,1.0,1.0,0000821002,['Nasdaq'],G III APPAREL GROUP LTD /DE/,0131,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,['GIII']
2705,0.0,0.0,0.0,0001940322,[''],Medlab Clinical Ltd.,,2834,Pharmaceutical Preparations,['MDLB']
2706,1.0,1.0,1.0,0001534248,['Nasdaq'],Chemomab Therapeutics Ltd.,1231,2834,Pharmaceutical Preparations,['CMMB']
2707,1.0,1.0,1.0,0001848020,"['NYSE', 'NYSE', 'NYSE']",Black Mountain Acquisition Corp.,1231,6770,Blank Checks,"['BMAC', 'BMAC-UN', 'BMAC-WT']"
2708,1.0,1.0,1.0,0000046080,['Nasdaq'],"HASBRO, INC.",1225,3944,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",['HAS']
2709,1.0,1.0,1.0,0000704562,['Nasdaq'],"Avid Bioservices, Inc.",0430,2834,Pharmaceutical Preparations,['CDMO']
2710,1.0,1.0,1.0,0001603494,[''],"PeerLogix, Inc.",1231,7374,Services-Computer Processing & Data Preparation,['LOGX']
2711,1.0,1.0,1.0,0001824301,"['NYSE', 'NYSE', 'NYSE']",Concord Acquisition Corp,1231,6770,Blank Checks,"['CND', 'CND-WT', 'CND-UN']"
2712,1.0,1.0,1.0,0001088638,['OTC'],"MASTERMIND, INC.",0930,7310,Services-Advertising,['MMND']
2713,1.0,1.0,1.0,0001842138,['OTC'],WARPSPEED TAXI INC.,0731,7389,"Services-Business Services, NEC",['WRPT']
2714,1.0,1.0,1.0,0000943819,"['NYSE', 'OTC']",RESMED INC,0630,3841,Surgical & Medical Instruments & Apparatus,"['RMD', 'RSMDF']"
2715,1.0,1.0,1.0,0001615055,['Nasdaq'],IsoPlexis Corp,1231,3826,Laboratory Analytical Instruments,['ISO']
2716,1.0,1.0,1.0,0001287750,['Nasdaq'],ARES CAPITAL CORP,1231,,,['ARCC']
2717,0.0,0.0,0.0,0001503584,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",Costamare Inc.,1231,4412,Deep Sea Foreign Transportation of  Freight,"['CMRE', 'CMRE-PC', 'CMRE-PB', 'CMRE-PD', 'CMRE-PE']"
2718,1.0,1.0,1.0,0001418100,['NYSE'],Avaya Holdings Corp.,0930,7372,Services-Prepackaged Software,['AVYA']
2719,1.0,1.0,1.0,0001404123,['Nasdaq'],1Life Healthcare Inc,1231,8011,Services-Offices & Clinics of  Doctors of  Medicine,['ONEM']
2720,1.0,0.0,1.0,0001886799,['Nasdaq'],Bright Green Corp,1231,2833,Medicinal Chemicals & Botanical Products,['BGXX']
2721,1.0,1.0,1.0,0001848165,"['NYSE', 'NYSE', 'NYSE']",Parabellum Acquisition Corp.,1231,6770,Blank Checks,"['PRBM', 'PRBM-WT', 'PRBM-UN']"
2722,0.0,0.0,0.0,0001585855,['NYSE'],Gabelli Global Small & Mid Cap Value Trust,1231,,,['GGZ']
2723,1.0,1.0,1.0,0001408100,['NYSE'],"Kennedy-Wilson Holdings, Inc.",1231,6500,Real Estate,['KW']
2724,1.0,1.0,1.0,0001475430,['OTC'],JOSHUA GOLD RESOURCES INC,1231,1040,Gold and Silver Ores,['JSHG']
2725,0.0,0.0,1.0,0001909658,[''],"BCAC Holdings, Inc.",1231,2810,Industrial Inorganic Chemicals,['ECEC']
2726,0.0,0.0,1.0,0000868578,['NYSE'],FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,1130,,,['PFD']
2727,1.0,1.0,1.0,0000019584,['NYSE'],CHEMED CORP,1231,8082,Services-Home Health Care Services,['CHE']
2728,1.0,1.0,1.0,0001029199,['Nasdaq'],"EURONET WORLDWIDE, INC.",1231,6099,"Functions Related To Depository Banking, NEC",['EEFT']
2729,1.0,1.0,1.0,0001045742,['Nasdaq'],LIVE VENTURES Inc,0930,5900,Retail-Miscellaneous Retail,['LIVE']
2730,1.0,1.0,1.0,0001883962,"['Nasdaq', 'Nasdaq', 'Nasdaq']",ALSP Orchid Acquisition Corp I,1231,6770,Blank Checks,"['ALOR', 'ALORU', 'ALORW']"
2731,0.0,0.0,1.0,0001195738,['NYSE'],NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,0228,,,['NKX']
2732,1.0,1.0,1.0,0001854795,"['NYSE', 'NYSE', 'NYSE']",INTEGRATED RAIL & RESOURCES ACQUISITION CORP,1231,6770,Blank Checks,"['IRRX', 'IRRX-UN', 'IRRX-WT']"
2733,1.0,1.0,1.0,0001422768,['OTC'],Almost Never Films Inc.,0630,5600,Retail-Apparel & Accessory Stores,['HLWD']
2734,1.0,1.0,1.0,0001861121,"['NYSE', 'NYSE', 'NYSE']",EVe Mobility Acquisition Corp,1231,6770,Blank Checks,"['EVE', 'EVE-WT', 'EVE-UN']"
2735,1.0,1.0,1.0,0001552358,['OTC'],"CGS INTERNATIONAL, INC.",0430,7310,Services-Advertising,['CGSI']
2736,1.0,1.0,1.0,0000712770,['NYSE'],ONE LIBERTY PROPERTIES INC,1231,6798,Real Estate Investment Trusts,['OLP']
2737,1.0,1.0,0.0,0001474558,['OTC'],"KAT EXPLORATION, INC.",1130,,,['KATX']
2738,1.0,1.0,1.0,0001865861,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Cactus Acquisition Corp. 1 Ltd,1231,6770,Blank Checks,"['CCTS', 'CCTSW', 'CCTSU']"
2739,0.0,0.0,0.0,0001439124,"['NYSE', 'NYSE']",BRAZILIAN ELECTRIC POWER CO,1231,4911,Electric Services,"['EBR', 'EBR-B']"
2740,1.0,1.0,1.0,0001857910,"['', 'OTC']","Dr. Foods, Inc.",0331,6770,Blank Checks,"['DRFS', 'DRFSD']"
2741,1.0,1.0,1.0,0001869141,"['NYSE', 'NYSE', 'NYSE']",Athena Consumer Acquisition Corp.,1231,6770,Blank Checks,"['ACAQ', 'ACAQ-UN', 'ACAQ-WT']"
2742,1.0,1.0,1.0,0001503707,['OTC'],"NorthStar Healthcare Income, Inc.",1231,6798,Real Estate Investment Trusts,['NHHS']
2743,1.0,1.0,1.0,0000050292,['OTC'],IEH Corp,0331,3678,Electronic Connectors,['IEHC']
2744,0.0,0.0,0.0,0001677940,['Nasdaq'],BeyondSpring Inc.,1231,2834,Pharmaceutical Preparations,['BYSI']
2745,1.0,1.0,1.0,0001113169,['Nasdaq'],PRICE T ROWE GROUP INC,1231,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",['TROW']
2746,0.0,0.0,0.0,0001158838,"['OTC', 'OTC']",ADVANTEST CORP,1231,3674,Semiconductors & Related Devices,"['ATEYY', 'ADTTF']"
2747,1.0,1.0,1.0,0001326110,['Nasdaq'],"ImmunityBio, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)",['IBRX']
2748,1.0,1.0,1.0,0000105016,"['NYSE', 'NYSE']",WATSCO INC,1231,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies,"['WSO', 'WSO-B']"
2749,1.0,1.0,1.0,0001885336,[''],"SensaSure Technologies, Inc.",0430,3841,Surgical & Medical Instruments & Apparatus,['SESU']
2750,1.0,1.0,1.0,0001602143,[''],TOUCAN INTERACTIVE CORP,0228,7320,"Services-Consumer Credit Reporting, Collection Agencies",['TCNT']
2751,1.0,1.0,1.0,0001548240,['OTC'],"Yew Bio-Pharm Group, Inc.",1231,0100,Agricultural Production-Crops,['YEWB']
2752,0.0,0.0,0.0,0001723069,['Nasdaq'],Tiziana Life Sciences Ltd,1231,2834,Pharmaceutical Preparations,['TLSA']
2753,1.0,1.0,1.0,0001853816,"['Nasdaq', 'Nasdaq']","Dermata Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,"['DRMA', 'DRMAW']"
2754,0.0,0.0,0.0,0001946425,[''],Hammerhead Energy Inc.,1231,,,['HHRS']
2755,1.0,1.0,1.0,0001844280,['Nasdaq'],"Thorne Healthtech, Inc.",1231,2834,Pharmaceutical Preparations,['THRN']
2756,0.0,0.0,0.0,0001848309,['Nasdaq'],Sigma Lithium Corp,1231,1000,Metal Mining,['SGML']
2757,1.0,1.0,1.0,0001818844,['Nasdaq'],"Virios Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['VIRI']
2758,1.0,1.0,1.0,0001857855,"['', 'Nasdaq', 'Nasdaq']",Finnovate Acquisition Corp.,1231,6770,Blank Checks,"['FNVT', 'FNVTU', 'FNVTW']"
2759,0.0,0.0,0.0,0001658645,['Nasdaq'],Stone Ridge Trust V,1031,,,['LENDX']
2760,1.0,1.0,1.0,0000072971,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'OTC', 'NYSE']",WELLS FARGO & COMPANY/MN,1231,6021,National Commercial Banks,"['WFC', 'WFC-PR', 'WFC-PQ', 'WFC-PL', 'WFC-PY', 'WFC-PC', 'WFC-PA', 'WFC-PD', 'WFCNP', 'WFC-PZ']"
2761,1.0,1.0,1.0,0000039020,['Nasdaq'],FREQUENCY ELECTRONICS INC,0430,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,['FEIM']
2762,1.0,1.0,1.0,0001414932,['Nasdaq'],Oaktree Specialty Lending Corp,0930,,,['OCSL']
2763,1.0,1.0,1.0,0001655759,['Nasdaq'],"ARVINAS, INC.",1231,2834,Pharmaceutical Preparations,['ARVN']
2764,1.0,1.0,1.0,0001409253,['OTC'],"North America Frac Sand, Inc.",1231,8742,Services-Management Consulting Services,['NAFS']
2765,1.0,1.0,1.0,0001518720,['OTC'],"BIGtoken, Inc.",1231,5990,"Retail-Retail Stores, NEC",['BGTK']
2766,1.0,1.0,1.0,0001528396,['NYSE'],"Guidewire Software, Inc.",0731,7372,Services-Prepackaged Software,['GWRE']
2767,1.0,1.0,1.0,0000844856,['OTC'],Healthier Choices Management Corp.,1231,2100,Tobacco Products,['HCMC']
2768,1.0,1.0,1.0,0001527599,['Nasdaq'],"SYNLOGIC, INC.",1231,2834,Pharmaceutical Preparations,['SYBX']
2769,1.0,1.0,1.0,0001846069,['NYSE'],"Nextdoor Holdings, Inc.",1231,7370,"Services-Computer Programming, Data Processing, Etc.",['KIND']
2770,1.0,1.0,1.0,0001842883,"['Nasdaq', 'Nasdaq', 'Nasdaq']",First Reserve Sustainable Growth Corp.,1231,6770,Blank Checks,"['FRSG', 'FRSGW', 'FRSGU']"
2771,1.0,1.0,1.0,0000723646,['Nasdaq'],FRANKLIN FINANCIAL SERVICES CORP /PA/,1231,6022,State Commercial Banks,['FRAF']
2772,1.0,1.0,1.0,0001369290,['NYSE'],"MYOMO, INC.",1231,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",['MYO']
2773,0.0,0.0,0.0,0001066130,['OTC'],First Energy Metals Ltd,0331,1000,Metal Mining,['FEMFF']
2774,1.0,1.0,1.0,0000784199,['NYSE'],"ARTIVION, INC.",1231,3841,Surgical & Medical Instruments & Apparatus,['AORT']
2775,0.0,0.0,0.0,0001616291,['OTC'],Jupai Holdings Ltd,1231,8741,Services-Management Services,['JPPYY']
2776,0.0,0.0,0.0,0000927719,['OTC'],DELHI BANK CORP,1231,6021,National Commercial Banks,['DWNX']
2777,1.0,1.0,1.0,0001130598,['Nasdaq'],"Onconova Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['ONTX']
2778,1.0,1.0,1.0,0001835814,"['NYSE', 'NYSE', 'NYSE']",Northern Star Investment Corp. IV,0930,6770,Blank Checks,"['NSTD', 'NSTD-UN', 'NSTD-WT']"
2779,0.0,0.0,0.0,0001931373,[''],"PSLY.COM, Inc.",1231,2833,Medicinal Chemicals & Botanical Products,['PSLY']
2780,1.0,1.0,1.0,0001819994,['Nasdaq'],"Rocket Lab USA, Inc.",1231,3760,Guided Missiles & Space Vehicles & Parts,['RKLB']
2781,1.0,1.0,1.0,0001850502,"['NYSE', 'NYSE', 'NYSE']",Enphys Acquisition Corp.,1231,6770,Blank Checks,"['NFYS', 'NFYS-WT', 'NFYS-UN']"
2782,1.0,1.0,1.0,0001852495,"['NYSE', 'NYSE', 'NYSE']",Jackson Acquisition Co,1231,6770,Blank Checks,"['RJAC', 'RJAC-WT', 'RJAC-UN']"
2783,1.0,1.0,1.0,0000925661,"['', 'CBOE']","SECTOR 10, Inc.",0331,5090,Wholesale-Misc Durable Goods,"['SECI', 'SECT']"
2784,0.0,0.0,0.0,0001840502,"['Nasdaq', 'Nasdaq']",Taboola.com Ltd.,1231,7370,"Services-Computer Programming, Data Processing, Etc.","['TBLA', 'TBLAW']"
2785,1.0,1.0,1.0,0001609471,['OTC'],"Watermark Lodging Trust, Inc.",1231,6798,Real Estate Investment Trusts,['WRMK']
2786,1.0,1.0,1.0,0001543637,['OTC'],"Nu-Med Plus, Inc.",1231,3841,Surgical & Medical Instruments & Apparatus,['NUMD']
2787,1.0,1.0,1.0,0001379785,['NYSE'],"Barings BDC, Inc.",1231,,,['BBDC']
2788,1.0,1.0,1.0,0001665300,"['Nasdaq', 'Nasdaq']","Phunware, Inc.",1231,7374,Services-Computer Processing & Data Preparation,"['PHUN', 'PHUNW']"
2789,1.0,1.0,1.0,0001460235,['NYSE'],abrdn Platinum ETF Trust,1231,6221,Commodity Contracts Brokers & Dealers,['PPLT']
2790,1.0,1.0,1.0,0001839972,"['Nasdaq', 'Nasdaq', 'Nasdaq']",FTAC Parnassus Acquisition Corp.,1231,6770,Blank Checks,"['FTPA', 'FTPAU', 'FTPAW']"
2791,1.0,1.0,1.0,0001857044,['Nasdaq'],"Indaptus Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['INDP']
2792,0.0,0.0,0.0,0001851893,[''],Constitution Acquisition Corp.,1231,6770,Blank Checks,['USSC']
2793,1.0,1.0,1.0,0001690585,['Nasdaq'],"Magenta Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['MGTA']
2794,1.0,1.0,1.0,0001824993,"['NYSE', 'NYSE']",Periphas Capital Partnering Corp,1231,6770,Blank Checks,"['PCPC', 'PCPC-WT']"
2795,1.0,1.0,1.0,0001844392,['Nasdaq'],"Marpai, Inc.",,8090,"Services-Misc Health & Allied Services, NEC",['MRAI']
2796,1.0,1.0,1.0,0000910606,['Nasdaq'],REGENCY CENTERS CORP,1231,6798,Real Estate Investment Trusts,['REG']
2797,1.0,1.0,1.0,0001778129,['OTC'],TerrAscend Corp.,1231,0100,Agricultural Production-Crops,['TRSSF']
2798,0.0,0.0,0.0,0001793862,['Nasdaq'],Dada Nexus Ltd,1231,7370,"Services-Computer Programming, Data Processing, Etc.",['DADA']
2799,0.0,0.0,0.0,0001507713,['OTC'],Aurcana Silver Corp,1231,,,['AUNFF']
2800,1.0,1.0,1.0,0001692412,['Nasdaq'],Playa Hotels & Resorts N.V.,1231,7011,Hotels & Motels,['PLYA']
2801,1.0,1.0,1.0,0000074260,['NYSE'],OLD REPUBLIC INTERNATIONAL CORP,1231,6351,Surety Insurance,['ORI']
2802,1.0,1.0,1.0,0000842717,['NYSE'],"BLUE RIDGE BANKSHARES, INC.",1231,6022,State Commercial Banks,['BRBS']
2803,1.0,1.0,1.0,0001835681,['NYSE'],"POWERSCHOOL HOLDINGS, INC.",1231,7372,Services-Prepackaged Software,['PWSC']
2804,0.0,0.0,1.0,0001176194,['NYSE'],BLACKROCK MUNICIPAL INCOME TRUST II,0831,,,['BLE']
2805,1.0,1.0,1.0,0001010470,['Nasdaq'],PROVIDENT FINANCIAL HOLDINGS INC,0630,6035,"Savings Institution, Federally Chartered",['PROV']
2806,1.0,1.0,1.0,0001622408,['OTC'],Fritzy Tech Inc.,0630,6500,Real Estate,['FRFR']
2807,1.0,1.0,1.0,0000902791,['Nasdaq'],BARRETT BUSINESS SERVICES INC,1231,7363,Services-Help Supply Services,['BBSI']
2808,1.0,1.0,1.0,0001128281,['OTC'],"Saker Aviation Services, Inc.",1231,4581,"Airports, Flying Fields & Airport Terminal Services",['SKAS']
2809,0.0,0.0,0.0,0001898416,"['Nasdaq', 'Nasdaq']",Alvotech,1231,2836,"Biological Products, (No Diagnostic Substances)","['ALVO', 'ALVOW']"
2810,1.0,1.0,1.0,0000744452,['Nasdaq'],APPLIED DNA SCIENCES INC,0930,7380,Services-Miscellaneous Business Services,['APDN']
2811,1.0,1.0,1.0,0001487198,['Nasdaq'],"ASPEN GROUP, INC.",0430,8200,Services-Educational Services,['ASPU']
2812,1.0,1.0,1.0,0001528115,['Nasdaq'],"Annexon, Inc.",1231,2834,Pharmaceutical Preparations,['ANNX']
2813,1.0,1.0,1.0,0001625288,['OTC'],"NEXIEN BIOPHARMA, INC.",0630,2834,Pharmaceutical Preparations,['NXEN']
2814,1.0,1.0,1.0,0000896159,['NYSE'],Chubb Ltd,1231,6331,"Fire, Marine & Casualty Insurance",['CB']
2815,1.0,1.0,1.0,0001487931,[''],FISION Corp,1231,7374,Services-Computer Processing & Data Preparation,['FSSN']
2816,1.0,1.0,1.0,0001053507,['NYSE'],AMERICAN TOWER CORP /MA/,1231,6798,Real Estate Investment Trusts,['AMT']
2817,1.0,1.0,1.0,0001037646,['NYSE'],METTLER TOLEDO INTERNATIONAL INC/,1231,3826,Laboratory Analytical Instruments,['MTD']
2818,1.0,1.0,1.0,0000790359,['Nasdaq'],NBT BANCORP INC,1231,6021,National Commercial Banks,['NBTB']
2819,0.0,0.0,0.0,0001879403,[''],La Rosa Holdings Corp.,1231,6531,Real Estate Agents & Managers (For Others),['LRHC']
2820,1.0,1.0,1.0,0001834585,['Nasdaq'],JOANN Inc.,0128,5940,Retail-Miscellaneous Shopping Goods Stores,['JOAN']
2821,1.0,1.0,1.0,0000077159,"['Nasdaq', 'Nasdaq']",Ranger Oil Corp,1231,1311,Crude Petroleum & Natural Gas,"['ROCC', 'PVAC']"
2822,1.0,1.0,1.0,0001386018,['OTC'],"Tiger Oil & Energy, Inc.",1231,1311,Crude Petroleum & Natural Gas,['TGRO']
2823,0.0,0.0,0.0,0001596812,['Nasdaq'],Enlivex Therapeutics Ltd.,1231,2834,Pharmaceutical Preparations,['ENLV']
2824,1.0,1.0,1.0,0001078207,['NYSE'],"NAUTILUS, INC.",0331,3949,"Sporting & Athletic Goods, NEC",['NLS']
2825,1.0,1.0,1.0,0001492617,['OTC'],"FLYWHEEL ADVANCED TECHNOLOGY, INC.",0930,7380,Services-Miscellaneous Business Services,['FWFW']
2826,1.0,1.0,1.0,0001677576,"['NYSE', 'NYSE']",INNOVATIVE INDUSTRIAL PROPERTIES INC,1231,6500,Real Estate,"['IIPR', 'IIPR-PA']"
2827,1.0,1.0,1.0,0000836564,['OTC'],Mosaic ImmunoEngineering Inc.,1231,2836,"Biological Products, (No Diagnostic Substances)",['CPMV']
2828,0.0,0.0,0.0,0001477641,['NYSE'],DAQO NEW ENERGY CORP.,1231,3674,Semiconductors & Related Devices,['DQ']
2829,1.0,1.0,1.0,0001549922,['NYSE'],"Summit Midstream Partners, LP",1231,4922,Natural Gas Transmission,['SMLP']
2830,0.0,0.0,1.0,0001877939,"['NYSE', 'OTC']","Castellum, Inc.",1231,8742,Services-Management Consulting Services,"['CTM', 'ONOV']"
2831,1.0,1.0,1.0,0001056288,['NYSE'],"FEDERATED HERMES, INC.",1231,6282,Investment Advice,['FHI']
2832,1.0,1.0,1.0,0001825249,"['Nasdaq', 'Nasdaq', 'Nasdaq']",CF ACQUISITION CORP. IV,1231,6770,Blank Checks,"['CFIV', 'CFIVW', 'CFIVU']"
2833,0.0,0.0,0.0,0001395213,['NYSE'],EDENOR,1231,4911,Electric Services,['EDN']
2834,0.0,0.0,0.0,0001763657,['OTC'],One World Ventures Inc,1231,6199,Finance Services,['OWVI']
2835,0.0,0.0,0.0,0001398972,['OTC'],Erdene Resource Development Corp,1231,,,['ERDCF']
2836,1.0,1.0,1.0,0001662774,['Nasdaq'],"Quince Therapeutics, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)",['QNCX']
2837,1.0,1.0,1.0,0000710782,['OTC'],"Liaoning Shuiyun Qinghe Rice Industry Co., Ltd.",0430,6770,Blank Checks,['SYQH']
2838,1.0,1.0,1.0,0000749647,['Nasdaq'],"Imunon, Inc.",1231,2834,Pharmaceutical Preparations,['IMNN']
2839,1.0,1.0,1.0,0001434389,['OTC'],"UNIVERSAL SOLAR TECHNOLOGY, INC.",1231,3433,"Heating Equipment, Except Electric & Warm Air Furnaces",['UNSS']
2840,1.0,1.0,1.0,0001615219,['Nasdaq'],"Salarius Pharmaceuticals, Inc.",1231,2834,Pharmaceutical Preparations,['SLRX']
2841,0.0,0.0,0.0,0001516899,['Nasdaq'],"Yatra Online, Inc.",0331,4700,Transportation Services,['YTRA']
2842,1.0,1.0,1.0,0001087294,['Nasdaq'],CUMBERLAND PHARMACEUTICALS INC,1231,2834,Pharmaceutical Preparations,['CPIX']
2843,1.0,1.0,1.0,0001853070,['NYSE'],PROOF Acquisition Corp I,1231,6770,Blank Checks,['PACI']
2844,1.0,1.0,1.0,0001843973,['NYSE'],EG Acquisition Corp.,1231,6770,Blank Checks,['EGGF']
2845,1.0,0.0,1.0,0001343460,['OTC'],MobiVentures Inc.,0930,7372,Services-Prepackaged Software,['MBLV']
2846,1.0,1.0,1.0,0000868671,['NYSE'],"GLACIER BANCORP, INC.",1231,6022,State Commercial Banks,['GBCI']
2847,1.0,1.0,1.0,0000863894,['Nasdaq'],VERU INC.,0930,2834,Pharmaceutical Preparations,['VERU']
2848,1.0,1.0,1.0,0001766140,['Nasdaq'],"Unicycive Therapeutics, Inc.",1231,2834,Pharmaceutical Preparations,['UNCY']
2849,1.0,1.0,1.0,0001839285,['Nasdaq'],"Healthcare Triangle, Inc.",1231,7373,Services-Computer Integrated Systems Design,['HCTI']
2850,0.0,0.0,0.0,0001795168,['OTC'],Otis Collection LLC,1231,5990,"Retail-Retail Stores, NEC",['OGGCS']
2851,1.0,1.0,1.0,0001002590,['NYSE'],"STAR GROUP, L.P.",0930,5990,"Retail-Retail Stores, NEC",['SGU']
2852,1.0,1.0,1.0,0001591565,['OTC'],"BALLY, CORP.",0930,5200,"Retail-Building Materials, Hardware, Garden Supply",['BLYQ']
2853,1.0,1.0,1.0,0001185348,['Nasdaq'],PRA GROUP INC,1231,7320,"Services-Consumer Credit Reporting, Collection Agencies",['PRAA']
2854,1.0,1.0,1.0,0000006201,['Nasdaq'],American Airlines Group Inc.,1231,4512,"Air Transportation, Scheduled",['AAL']
2855,1.0,1.0,1.0,0001643615,['NYSE'],"Montrose Environmental Group, Inc.",1231,8742,Services-Management Consulting Services,['MEG']
2856,1.0,1.0,1.0,0000802257,['OTC'],"Mitesco, Inc.",1231,8000,Services-Health Services,['MITI']
2857,1.0,1.0,1.0,0001627554,['OTC'],"Pedro's List, Inc.",1031,3949,"Sporting & Athletic Goods, NEC",['PDRO']
2858,1.0,1.0,1.0,0001433270,['NYSE'],ANTERO RESOURCES Corp,1231,1311,Crude Petroleum & Natural Gas,['AR']
2859,1.0,1.0,1.0,0000003453,['NYSE'],"Matson, Inc.",1231,4400,Water Transportation,['MATX']
2860,1.0,1.0,1.0,0000803016,['OTC'],CALIFORNIA FIRST LEASING CORP,0630,6021,National Commercial Banks,['CFNB']
